x1,x2,x3,x4,x5,x6,x7,x8,x9,y
29,35,7,87,30,48,53,51,67,1
98,22,56,96,45,76,91,70,71,1
34,80,87,21,40,60,61,82,81,1
27,8,76,83,73,90,21,10,58,0
76,29,82,37,28,56,50,89,65,1
50,12,58,2,46,68,59,0,0,1
9,56,1,75,91,12,23,63,21,1
95,48,64,73,73,43,74,36,89,1
2,97,11,48,6,12,0,46,2,1
86,6,86,95,65,96,93,15,71,1
55,2,3,40,50,92,5,23,78,1
6,75,77,14,76,53,21,12,27,1
100,39,12,83,87,35,66,58,5,1
94,81,31,48,87,26,23,70,65,1
4,23,16,46,32,71,85,56,68,1
43,50,54,25,67,75,19,66,44,1
14,30,60,40,92,100,2,58,96,0
44,70,8,43,71,71,91,68,97,1
54,1,35,45,30,38,22,58,79,1
54,27,55,83,0,82,46,33,3,1
22,18,57,31,99,41,4,97,8,0
41,33,44,79,16,87,76,79,40,1
81,19,52,87,45,21,35,97,59,1
36,5,41,66,36,0,11,37,22,0
67,42,8,74,67,96,5,75,52,1
99,57,39,84,90,43,100,37,32,1
39,75,8,65,86,37,6,48,46,1
67,99,100,29,16,10,11,9,20,1
57,76,90,23,34,37,65,35,14,1
33,75,96,64,4,43,18,61,54,1
71,31,0,71,26,75,9,91,35,1
99,81,41,36,8,33,49,25,72,1
26,49,53,52,47,100,50,39,37,1
82,15,41,71,15,74,26,89,38,1
51,79,28,80,8,34,1,86,13,1
24,17,54,85,70,25,79,92,5,0
23,22,40,2,35,34,80,83,68,1
2,76,22,9,0,16,21,88,68,1
86,69,7,25,23,97,14,81,52,1
40,42,33,57,83,38,67,92,36,1
60,46,34,69,33,9,84,20,57,1
35,78,50,40,88,20,5,50,64,1
66,17,92,26,58,21,10,26,2,0
82,67,56,11,21,18,39,49,13,1
76,90,2,42,3,90,19,57,40,1
64,75,94,93,68,72,2,36,0,1
34,78,92,45,31,70,94,89,62,1
5,5,21,18,12,6,46,11,82,0
92,1,1,56,31,93,6,61,17,1
21,70,8,17,2,71,78,69,41,1
95,66,7,57,24,2,55,32,64,1
41,13,64,9,41,97,27,80,0,0
40,20,57,51,27,30,12,9,30,1
2,57,18,73,12,55,83,45,94,1
76,31,0,85,93,95,18,63,21,1
41,94,3,42,71,66,90,99,0,1
35,94,78,96,92,58,47,97,77,1
55,13,71,69,64,45,74,75,33,0
90,27,93,54,80,66,69,33,90,1
33,13,73,41,92,36,31,45,34,0
74,98,34,32,19,62,45,47,26,1
16,67,67,52,81,24,8,94,32,1
89,28,38,65,56,77,56,81,56,1
13,16,74,31,78,48,19,83,36,0
62,41,91,62,64,31,19,32,34,1
14,85,99,65,4,5,4,55,43,0
67,62,80,78,19,21,49,69,62,1
31,42,59,73,66,92,96,96,0,1
22,78,87,10,59,0,12,17,96,1
25,95,36,32,28,22,1,90,52,1
56,56,1,56,89,55,16,31,28,1
39,36,48,3,52,22,71,17,33,1
34,22,74,4,91,71,69,37,80,0
24,13,80,64,44,100,31,76,33,0
75,57,33,56,28,17,100,3,83,1
5,49,33,58,35,57,41,89,51,1
68,76,29,75,35,74,96,28,85,1
6,6,5,72,90,9,91,9,38,1
89,14,15,13,40,72,67,0,9,1
56,86,59,97,29,17,8,82,92,1
0,25,11,14,42,40,96,20,25,1
60,72,79,36,64,4,64,21,26,1
28,88,78,35,86,66,90,0,85,1
37,43,50,24,76,71,71,83,93,1
55,45,60,56,78,92,97,17,10,1
53,12,92,0,2,73,91,76,99,0
4,35,53,76,32,66,93,37,68,0
98,85,91,65,88,81,58,69,10,1
15,67,49,65,75,40,4,59,52,1
70,88,51,14,94,1,58,57,74,1
16,78,67,19,44,35,68,9,0,1
1,36,24,25,45,66,90,32,0,1
52,98,99,46,87,81,37,69,15,1
16,97,27,57,53,74,61,64,58,1
79,15,66,39,14,100,15,54,24,1
18,2,37,88,32,24,68,88,58,0
53,35,51,23,86,5,59,60,97,1
61,34,26,8,43,12,27,9,86,1
17,53,8,92,53,16,17,25,55,1
10,79,61,71,51,68,27,55,73,1
14,64,94,65,20,39,11,10,16,0
36,5,10,99,14,85,18,34,12,1
66,91,5,4,44,31,20,100,38,1
4,89,38,12,26,10,98,93,65,1
16,92,17,84,29,5,13,7,54,1
87,62,15,92,85,26,9,55,64,1
99,0,20,48,48,37,15,92,7,1
29,19,86,35,71,96,53,90,32,0
29,54,80,96,49,95,37,17,80,1
83,12,59,86,0,57,22,94,81,1
64,56,63,30,100,16,9,13,31,1
21,59,98,2,2,34,92,33,44,0
14,45,76,40,84,21,47,99,74,0
96,90,14,70,54,23,73,57,0,1
5,2,53,16,65,76,23,74,24,0
40,34,40,36,93,39,12,89,22,1
7,66,16,67,16,78,59,57,62,1
81,67,5,57,80,95,94,93,43,1
21,80,85,27,76,66,24,0,82,1
67,20,63,83,3,2,74,3,43,1
50,46,75,33,37,65,31,62,80,1
57,60,49,76,79,7,27,16,92,1
43,56,70,5,54,65,76,12,80,1
71,51,90,16,57,36,7,71,31,1
37,57,48,78,3,4,97,54,75,1
86,21,26,96,91,40,44,59,45,1
85,34,31,19,63,80,92,77,7,1
24,72,36,86,56,79,37,16,89,1
76,46,56,32,40,9,54,28,67,1
11,61,5,1,75,56,61,8,76,1
81,74,36,37,21,49,47,63,47,1
86,73,78,76,27,37,9,92,26,1
81,23,8,45,50,18,1,44,99,1
18,94,57,91,43,9,0,87,94,1
83,67,32,1,23,80,75,29,33,1
6,68,20,93,50,22,90,21,14,1
16,86,14,19,39,68,9,93,6,1
63,33,75,78,83,81,87,51,77,1
62,12,49,42,12,84,41,85,81,1
60,21,93,27,61,57,51,57,6,0
16,20,73,52,87,63,62,99,17,0
35,37,9,19,56,7,20,27,77,1
2,61,6,81,40,42,80,58,24,1
52,85,22,91,39,53,77,53,7,1
97,23,78,48,84,1,73,9,18,1
28,19,54,56,78,51,88,22,5,0
40,62,90,42,40,81,100,10,21,1
24,91,91,37,55,29,35,48,80,1
69,52,66,21,8,53,18,1,49,1
72,63,81,73,53,68,38,11,20,1
43,42,22,96,42,29,60,39,48,1
91,60,19,87,92,61,29,90,85,1
13,16,94,60,72,88,77,87,34,0
29,34,33,8,48,63,68,53,43,1
5,80,2,72,13,45,92,72,37,1
68,0,60,74,78,20,68,34,34,1
20,54,34,12,47,42,58,42,4,1
20,95,19,48,99,13,15,75,15,1
68,12,63,51,38,93,22,35,73,1
96,26,61,35,9,11,61,86,79,1
82,68,43,60,70,78,19,47,15,1
47,54,26,0,82,1,82,52,0,1
40,15,82,26,86,18,53,53,10,0
58,11,68,32,88,75,90,63,40,1
52,46,83,58,83,56,44,11,31,1
50,75,19,98,44,67,61,1,32,1
4,93,18,40,66,94,54,14,12,1
4,9,68,97,34,87,23,60,68,0
26,70,4,27,93,9,97,39,70,1
73,47,5,99,96,85,61,44,94,1
78,27,46,0,68,42,86,4,47,1
10,75,36,67,38,93,92,8,54,1
86,27,48,32,49,57,23,47,16,1
100,98,56,66,84,22,85,85,83,1
63,94,66,19,55,27,29,28,15,1
65,52,26,6,68,43,23,43,63,1
7,68,12,44,20,90,59,64,55,1
23,30,80,84,0,5,34,85,7,0
77,41,29,64,55,53,86,42,80,1
73,21,92,63,84,29,26,25,33,1
74,50,84,25,60,32,70,37,57,1
11,41,84,10,23,52,99,14,33,0
32,86,81,85,5,17,9,24,15,1
95,47,100,3,100,11,18,77,53,1
68,16,94,35,78,55,39,31,83,0
71,92,53,61,86,48,0,100,93,1
0,51,4,48,53,7,73,71,100,1
71,73,79,0,65,78,64,73,70,1
79,48,17,100,52,34,55,30,29,1
36,57,23,55,31,33,61,24,69,1
10,12,22,57,91,0,13,7,27,0
94,35,90,4,22,62,37,94,26,1
30,73,88,5,77,63,77,85,6,1
77,74,11,84,91,37,65,10,14,1
4,41,98,58,16,70,87,87,87,0
80,67,13,64,87,75,27,73,61,1
99,74,25,38,14,87,79,3,66,1
100,22,34,71,53,55,5,61,79,1
59,65,95,65,52,58,58,63,84,1
99,85,46,54,93,96,74,40,96,1
85,79,82,41,68,57,26,85,23,1
5,79,51,57,23,46,78,87,46,1
6,2,69,9,80,74,79,7,6,0
57,27,64,58,73,23,54,81,73,1
87,42,81,34,89,50,2,84,30,1
57,20,82,43,63,28,85,99,39,0
53,47,13,19,43,67,66,92,27,1
67,13,54,21,44,27,76,63,21,1
70,66,65,32,69,51,42,40,63,1
68,54,17,97,80,81,94,27,47,1
69,50,78,47,90,86,85,55,47,1
1,35,97,93,20,69,91,18,14,0
95,0,29,91,20,4,95,46,60,1
25,78,17,13,43,6,45,70,51,1
5,9,41,65,29,30,7,52,42,0
31,57,2,16,35,35,42,28,80,1
62,91,100,1,39,76,85,66,35,1
35,76,47,81,75,70,36,81,18,1
27,84,54,22,45,79,17,73,12,1
11,89,2,81,38,3,88,9,25,1
98,57,72,85,10,48,91,84,94,1
27,84,20,60,43,91,83,72,89,1
100,81,47,97,97,84,83,48,5,1
82,21,81,96,1,59,72,78,84,1
98,10,83,90,28,91,6,53,86,1
63,20,77,60,82,14,48,59,16,1
30,95,45,96,34,39,95,60,68,1
30,99,93,38,79,24,55,96,52,1
19,54,23,32,96,92,2,23,16,1
50,78,62,34,31,74,42,72,60,1
91,86,78,35,83,61,7,82,100,1
17,64,18,78,14,18,75,30,13,1
19,65,45,58,95,36,53,42,52,1
40,44,65,31,32,55,45,90,44,1
43,12,53,34,9,9,17,14,15,1
80,24,42,67,81,88,51,28,15,1
59,30,17,14,41,20,42,34,41,1
64,31,74,78,70,61,82,37,17,1
65,91,19,91,39,76,55,76,82,1
9,95,68,30,70,61,5,97,13,1
2,25,50,80,8,19,24,68,67,0
53,78,93,95,5,95,50,43,81,1
46,66,31,65,0,32,65,48,89,1
69,61,55,85,40,34,13,31,68,1
66,76,21,100,49,79,35,78,84,1
68,1,72,100,13,84,44,8,10,0
48,52,41,61,92,61,12,95,90,1
86,23,95,77,69,96,97,37,55,1
21,39,99,16,89,28,32,39,52,0
76,18,61,66,14,33,87,14,66,1
37,61,45,65,76,88,34,28,71,1
21,8,63,66,59,3,63,53,12,0
13,17,77,47,36,56,56,57,45,0
64,51,73,39,98,20,86,71,35,1
20,66,56,26,86,91,72,28,46,1
59,81,39,19,43,93,12,11,94,1
82,75,42,93,63,30,85,85,79,1
1,25,44,73,100,63,76,77,6,0
77,88,76,44,20,35,61,84,2,1
56,35,70,46,69,34,71,38,8,1
32,53,49,3,84,64,91,43,75,1
72,98,72,1,56,19,51,64,36,1
83,98,94,20,94,27,54,64,45,1
64,74,96,0,6,97,82,15,23,1
78,23,62,8,61,78,62,81,48,1
46,100,40,1,35,12,19,46,26,1
62,24,45,90,65,98,59,88,87,1
47,98,50,58,63,14,66,59,63,1
48,97,68,62,53,38,66,42,46,1
50,28,71,34,76,29,93,73,55,1
59,28,86,78,64,5,79,69,58,1
3,25,2,4,73,64,1,2,58,1
12,23,96,58,15,23,29,18,28,0
47,52,91,99,23,41,73,76,36,1
45,59,64,38,81,94,27,92,5,1
100,34,30,13,89,0,7,76,32,1
64,13,75,11,46,41,4,71,69,1
100,37,11,25,56,36,83,17,17,1
75,7,39,19,2,94,48,58,26,1
24,89,26,92,3,70,5,94,34,1
27,93,1,75,16,68,68,93,72,1
74,14,89,25,90,48,10,24,13,0
38,13,4,36,1,32,60,38,75,1
25,6,92,35,26,99,10,31,68,0
9,20,29,45,47,61,45,39,67,0
65,51,60,73,31,23,11,39,83,1
10,55,35,49,45,81,55,46,85,1
61,95,46,70,21,49,10,27,47,1
95,26,90,49,62,41,39,68,0,1
99,49,93,54,96,47,5,33,71,1
24,46,64,5,0,55,81,43,10,1
3,10,99,89,52,59,24,100,2,0
40,49,90,81,32,30,66,76,31,0
42,31,41,54,88,40,67,5,6,1
87,75,42,13,100,79,96,21,26,1
2,85,59,39,84,83,35,51,10,1
16,35,42,14,99,4,73,96,13,1
48,27,47,19,59,36,43,27,60,1
63,91,13,0,99,92,19,3,60,1
60,18,10,89,44,93,61,58,69,1
63,70,80,71,99,80,96,51,51,1
9,76,50,44,28,99,95,44,60,1
53,34,49,29,59,78,17,24,86,1
98,68,52,85,84,80,36,21,60,1
79,22,74,10,46,86,91,18,30,1
25,17,58,44,95,21,36,49,38,0
5,39,28,37,33,27,89,67,70,1
36,14,2,73,87,77,98,13,8,1
79,1,15,93,56,92,64,81,77,1
91,21,99,27,37,57,3,84,66,1
91,67,12,1,84,13,94,24,96,1
57,92,95,33,51,29,0,66,85,1
42,19,69,23,61,57,21,35,78,0
55,61,9,8,58,8,61,98,41,1
100,50,71,91,78,72,93,37,4,1
46,62,58,90,76,58,86,95,28,1
60,3,76,33,74,67,12,71,27,0
8,41,49,60,35,63,42,10,99,0
81,79,54,45,46,98,61,97,8,1
78,21,44,49,47,94,80,32,72,1
23,50,41,97,31,5,52,49,56,1
47,74,25,70,8,82,36,10,53,1
51,93,50,41,82,57,53,52,37,1
50,86,5,4,70,77,55,58,87,1
4,68,25,91,85,18,11,70,6,1
9,51,74,29,9,35,35,50,71,0
65,39,16,31,20,6,4,56,36,1
87,97,89,14,31,33,35,51,27,1
98,97,47,46,100,100,28,98,12,1
86,54,10,75,48,1,93,30,88,1
51,33,1,13,59,15,30,70,86,1
14,40,22,2,42,52,55,44,2,1
84,60,48,70,3,43,73,5,17,1
51,62,57,19,10,44,29,23,26,1
89,27,27,1,76,84,65,14,76,1
79,9,88,59,87,66,61,25,70,0
3,58,99,100,15,17,64,27,84,0
95,63,49,36,53,62,30,78,13,1
92,37,75,93,22,34,12,29,52,1
27,11,59,54,54,20,55,25,31,0
45,34,8,73,72,58,44,68,53,1
66,64,56,19,4,83,67,1,82,1
99,52,37,96,6,79,59,78,57,1
69,6,74,22,60,55,0,37,5,1
16,33,11,98,72,26,39,17,93,1
100,13,3,27,32,62,44,89,14,1
80,20,74,83,95,41,68,13,29,1
71,62,35,78,43,28,93,68,66,1
24,87,83,34,7,52,15,96,30,1
16,87,7,57,21,69,95,18,17,1
75,44,67,29,9,49,20,26,34,1
15,94,83,49,28,53,70,53,33,1
54,61,78,69,91,97,58,65,2,1
54,44,4,9,58,16,26,87,55,1
79,52,32,5,65,9,28,39,21,1
85,65,27,72,9,9,80,54,49,1
86,85,93,65,5,69,35,6,0,1
80,69,62,91,89,89,1,31,97,1
14,92,3,63,60,16,83,2,32,1
12,77,27,34,17,44,84,12,9,1
45,56,5,44,43,98,0,88,38,1
93,3,73,69,0,8,11,22,18,1
97,38,89,48,82,79,62,58,52,1
46,100,44,51,32,49,68,96,50,1
98,59,42,13,26,97,97,10,35,1
48,66,71,81,35,35,85,2,37,1
76,52,67,39,1,53,34,1,42,1
58,73,18,88,78,40,34,100,74,1
78,76,83,59,79,72,7,13,86,1
30,99,50,1,78,18,74,3,31,1
28,12,94,25,56,98,44,18,50,0
52,43,75,81,19,61,32,45,19,1
91,0,33,82,86,56,58,72,58,1
82,90,49,27,7,87,35,28,55,1
89,52,61,55,75,96,48,66,74,1
77,49,98,61,19,31,86,66,61,1
74,94,10,25,13,77,35,10,17,1
87,59,80,41,16,15,38,15,37,1
28,74,15,8,55,60,77,77,75,1
18,71,65,27,82,21,96,71,87,1
93,98,73,30,9,7,2,11,89,1
11,57,93,80,92,23,71,42,83,0
5,91,14,68,5,4,77,45,1,1
96,29,23,77,100,97,88,88,95,1
31,13,7,87,17,29,31,28,43,1
90,39,16,51,91,31,91,64,74,1
41,77,56,60,46,76,31,67,81,1
7,67,13,21,26,36,84,16,73,1
96,8,50,51,99,5,43,70,45,1
1,82,15,88,0,76,22,34,46,1
14,62,52,14,3,41,30,74,75,1
98,35,97,68,49,90,20,16,21,1
40,84,74,24,69,47,54,1,79,1
50,4,38,13,33,42,49,12,22,1
65,51,36,4,78,49,100,87,99,1
52,76,97,40,28,26,32,8,35,1
72,77,85,66,33,98,30,18,20,1
31,67,100,2,75,54,24,57,43,0
79,37,61,95,45,52,85,19,26,1
24,60,3,84,1,32,5,28,37,1
100,8,51,99,92,70,49,96,35,1
47,13,20,78,29,85,20,74,37,1
27,39,25,74,97,82,78,0,23,1
39,96,47,60,14,33,43,52,59,1
19,15,67,47,26,37,10,90,39,0
24,16,79,19,16,25,6,28,1,0
41,26,14,82,14,85,48,88,42,1
17,53,34,53,5,42,71,30,82,1
68,6,20,71,42,68,45,76,72,1
63,87,68,35,99,68,97,43,44,1
97,88,65,100,59,25,15,73,97,1
81,1,92,61,87,46,59,21,5,0
20,57,3,84,86,5,79,16,85,1
34,41,72,86,77,76,61,14,75,1
75,45,46,96,30,22,90,48,77,1
62,41,60,29,2,60,9,81,52,1
45,45,6,84,67,41,22,0,93,1
80,94,94,73,36,83,82,72,22,1
77,85,85,49,41,86,87,13,76,1
17,18,21,12,22,96,44,35,20,1
15,0,15,42,81,25,81,40,93,0
26,3,59,25,47,23,57,98,22,0
10,17,86,47,99,57,99,22,3,0
51,91,33,30,4,4,87,79,35,1
97,28,37,31,96,12,7,53,4,1
30,61,1,28,77,14,43,11,91,1
80,69,24,85,71,53,16,68,26,1
11,14,91,88,81,82,35,95,26,0
29,89,13,80,75,47,13,48,22,1
20,38,99,66,99,27,69,32,17,0
80,14,89,44,50,40,96,16,21,1
62,95,1,64,55,89,5,7,64,1
74,29,74,11,41,2,85,95,58,1
87,43,78,10,99,82,13,28,74,1
54,33,30,60,65,51,56,94,100,1
49,18,69,43,10,68,29,23,19,0
46,61,76,78,25,18,23,52,9,1
88,33,30,45,90,29,67,77,19,1
85,59,93,11,47,52,12,67,22,1
79,74,29,18,57,25,20,16,6,1
27,47,91,5,90,81,76,92,31,0
31,38,74,16,62,97,5,78,51,0
27,15,9,84,0,44,4,49,66,1
11,88,87,52,65,11,97,80,5,1
36,27,13,37,41,79,11,55,44,1
60,40,49,28,98,35,25,44,41,1
40,54,67,39,97,18,8,99,41,1
28,23,12,45,42,39,48,35,95,1
89,77,96,84,57,49,12,92,89,1
58,14,60,66,66,84,34,14,63,1
86,76,1,76,89,84,58,29,7,1
0,71,35,24,68,96,31,80,64,1
89,68,51,45,39,2,4,79,63,1
56,43,74,21,2,26,47,29,55,1
75,60,18,59,43,100,11,39,72,1
68,88,3,70,6,80,6,14,67,1
81,10,7,11,94,1,28,34,56,1
36,80,58,49,14,69,63,91,44,1
9,0,78,84,94,70,92,5,77,0
70,18,78,70,29,68,0,1,87,1
29,34,84,58,5,63,56,87,88,0
68,75,75,32,38,84,14,9,97,1
49,17,61,7,22,69,80,4,93,1
80,68,54,75,80,8,89,60,81,1
93,19,2,10,29,95,79,42,89,1
17,52,65,74,27,94,15,46,59,1
69,69,72,3,11,4,42,23,33,1
91,15,48,6,43,23,19,93,53,1
5,66,61,10,82,95,49,77,36,1
48,12,11,46,55,66,0,92,5,1
98,1,10,92,82,6,50,78,39,1
81,1,89,57,97,38,1,39,20,0
96,43,73,68,42,66,68,30,85,1
100,2,45,36,63,88,43,85,48,1
12,34,20,70,43,86,74,59,12,1
39,22,57,70,14,79,57,17,55,1
91,83,52,98,60,43,35,97,76,1
73,76,87,38,7,8,100,74,41,1
15,22,87,82,86,50,63,9,71,0
48,82,53,99,2,34,72,93,31,1
47,72,29,97,85,71,27,5,11,1
19,39,26,31,74,0,85,29,18,1
54,41,78,34,17,23,3,71,98,1
96,79,53,87,88,42,47,12,7,1
87,57,39,59,29,60,39,66,76,1
45,78,47,70,68,10,49,17,42,1
63,54,89,60,18,12,55,45,45,1
6,92,86,78,60,85,38,76,66,1
13,54,90,45,72,6,89,23,77,0
2,87,39,86,7,88,85,77,55,1
42,81,100,62,87,87,86,29,21,1
8,10,50,48,95,61,47,14,5,0
75,94,35,63,81,74,19,56,91,1
83,7,82,71,17,54,39,77,32,1
63,6,0,11,99,33,81,83,56,1
45,96,89,48,57,32,8,74,68,1
75,22,44,35,60,55,13,18,23,1
35,21,77,95,16,86,65,81,3,0
97,24,13,51,41,75,87,28,46,1
85,81,16,62,9,52,93,25,80,1
4,97,58,12,93,27,43,59,25,1
30,47,73,55,50,69,32,73,85,1
32,93,92,40,79,87,52,68,51,1
71,59,4,25,78,17,1,40,37,1
29,100,77,60,45,37,9,26,17,1
58,79,67,47,1,51,84,41,73,1
74,9,85,8,49,72,56,54,97,0
25,35,27,50,15,4,70,27,52,1
36,92,48,77,0,76,23,74,10,1
57,73,60,96,98,91,18,11,59,1
9,42,61,22,67,33,55,1,1,0
50,82,41,30,84,5,18,39,47,1
0,38,69,0,100,23,52,89,33,0
71,10,5,35,0,7,16,57,59,1
63,77,72,27,92,53,54,22,1,1
46,14,32,2,84,93,21,13,95,1
100,30,18,83,81,47,34,90,0,1
74,28,11,50,21,3,0,48,75,1
59,38,45,94,52,57,6,67,37,1
45,53,88,34,93,54,86,32,52,1
67,91,69,51,87,78,23,31,51,1
47,12,14,49,16,45,53,43,57,1
5,52,76,21,64,15,53,15,89,0
31,81,91,34,23,58,34,82,38,1
67,34,49,50,40,62,91,13,87,1
38,2,6,36,85,43,11,23,6,1
62,28,32,65,12,53,34,32,96,1
97,5,99,52,93,31,86,47,2,1
58,96,70,51,75,85,45,17,54,1
4,28,62,5,87,94,75,52,33,0
71,67,54,18,90,5,73,12,95,1
64,96,61,100,50,63,60,69,22,1
75,10,48,17,33,9,10,91,14,1
20,85,94,24,62,59,95,13,12,1
43,14,59,85,31,37,27,22,92,0
95,35,40,90,36,43,91,51,92,1
53,82,44,45,78,33,85,66,75,1
6,83,13,14,29,7,3,11,71,1
99,53,43,81,0,46,36,77,1,1
25,78,76,3,0,94,44,63,43,1
64,10,31,31,3,0,45,87,35,1
90,1,80,64,50,83,40,11,93,1
80,61,86,10,24,43,95,1,6,1
90,2,3,85,54,24,32,81,23,1
95,82,19,79,32,91,65,55,15,1
39,15,86,46,23,78,21,61,76,0
97,31,28,39,38,20,2,59,39,1
64,5,23,63,57,72,46,93,89,1
82,39,61,18,75,74,3,12,20,1
21,91,60,33,77,13,44,38,59,1
95,70,57,26,39,87,98,13,63,1
83,27,68,33,57,66,71,13,83,1
36,83,38,8,8,19,61,32,77,1
87,56,93,61,69,43,22,85,95,1
32,67,69,77,1,15,16,16,48,1
65,66,51,76,67,24,4,43,1,1
30,76,0,48,27,72,62,5,36,1
1,54,4,15,79,16,66,74,81,1
6,97,54,76,58,25,53,73,2,1
44,61,87,76,55,90,38,57,61,1
91,53,5,38,18,3,46,50,59,1
46,55,32,25,33,99,22,27,37,1
54,33,61,98,61,91,81,97,24,1
34,81,72,27,77,40,37,51,70,1
72,90,67,71,63,35,15,48,44,1
17,91,85,5,96,45,80,38,80,1
24,34,65,32,76,14,29,97,79,0
84,54,63,2,73,28,24,95,19,1
6,57,45,9,45,4,30,12,53,1
40,81,55,1,67,23,1,79,23,1
81,0,58,12,80,80,4,37,86,1
84,71,20,53,73,89,94,65,98,1
37,32,14,97,61,82,83,93,58,1
37,76,36,91,96,51,61,0,28,1
52,33,10,50,19,81,56,84,51,1
87,74,9,34,0,39,83,34,96,1
64,68,23,25,38,53,67,29,85,1
73,51,35,67,9,4,1,56,53,1
71,76,16,94,26,34,53,5,24,1
14,32,29,14,65,86,95,4,71,1
42,100,57,38,72,87,72,74,82,1
11,30,84,0,56,6,42,96,45,0
2,24,12,1,7,20,87,56,84,1
19,83,19,71,60,75,88,89,26,1
97,98,74,12,99,7,12,14,62,1
54,89,65,37,64,49,45,0,80,1
83,53,18,19,80,15,86,79,22,1
77,51,60,15,88,48,65,3,41,1
75,57,30,83,24,67,46,25,10,1
56,86,33,64,53,49,89,45,89,1
79,3,98,78,4,54,40,69,66,0
1,46,78,32,85,25,89,16,94,0
91,50,61,34,59,64,53,82,75,1
54,82,68,60,54,10,78,28,54,1
86,25,63,48,45,68,17,6,22,1
58,2,59,57,73,52,21,15,18,1
49,20,46,90,7,10,28,6,30,1
27,69,51,11,84,25,16,40,72,1
16,76,96,27,84,57,93,74,13,0
91,98,96,2,86,64,76,100,90,1
20,36,30,17,16,38,79,72,59,1
68,92,12,75,36,4,31,88,35,1
48,13,10,48,51,94,28,76,0,1
59,42,88,36,10,7,27,5,97,1
95,3,3,25,7,14,20,36,69,1
7,74,13,12,59,86,37,26,82,1
55,59,22,13,19,80,77,30,2,1
78,81,58,60,87,60,86,4,79,1
78,86,72,74,21,25,35,83,47,1
69,27,8,4,99,57,1,14,51,1
85,59,4,82,85,76,100,53,22,1
78,18,49,35,64,33,83,67,86,1
9,9,16,5,16,33,30,24,69,1
64,76,7,38,59,100,77,28,11,1
40,78,58,67,30,13,0,95,75,1
27,80,89,59,78,25,0,78,81,1
29,66,14,61,21,0,63,28,82,1
29,77,1,62,20,57,8,0,53,1
5,90,78,18,54,21,99,12,39,1
55,13,33,75,95,80,23,90,47,1
87,95,7,2,78,26,41,71,41,1
17,71,44,37,15,3,73,47,23,1
32,83,74,38,37,81,69,92,14,1
25,7,70,96,5,24,20,0,71,0
83,43,40,29,81,84,68,13,25,1
96,32,13,93,57,28,21,57,99,1
48,62,72,34,32,45,99,61,86,1
39,57,48,50,22,43,89,94,75,1
20,18,27,68,81,52,76,58,14,1
59,6,81,40,87,66,38,28,93,0
7,42,32,2,63,56,56,35,44,1
76,86,38,42,69,38,42,84,24,1
24,96,36,81,11,15,40,61,47,1
55,28,32,6,46,35,90,93,16,1
8,45,24,70,95,83,97,28,6,1
38,32,80,79,19,2,5,7,70,0
14,56,44,17,5,14,53,65,10,1
59,69,71,65,84,10,81,87,85,1
29,6,92,53,90,24,39,96,61,0
1,68,0,64,71,17,62,93,0,1
38,94,8,80,93,36,13,9,15,1
27,93,23,31,58,73,22,36,48,1
72,90,41,100,4,45,26,67,32,1
75,35,54,16,52,90,57,98,2,1
39,40,3,12,2,60,96,22,89,1
27,12,27,38,30,35,94,15,31,1
80,74,88,82,35,38,1,92,69,1
90,61,96,39,46,26,84,22,55,1
36,99,97,43,44,86,28,48,82,1
83,17,81,48,51,78,53,72,57,1
16,18,11,57,42,92,79,99,66,1
65,47,13,74,50,28,84,73,64,1
17,17,80,58,25,3,69,34,33,0
66,14,100,79,30,10,81,24,61,0
67,100,30,60,4,12,4,77,59,1
2,59,52,45,26,60,63,25,97,1
17,20,77,85,51,35,76,41,2,0
50,14,83,29,39,74,89,15,52,0
2,69,8,0,62,77,51,88,20,1
23,21,6,19,26,72,9,91,64,1
40,48,62,95,88,55,63,19,48,1
6,5,82,94,9,38,3,69,6,0
15,7,51,31,2,23,34,16,15,0
48,31,25,19,14,96,40,78,55,1
29,71,35,56,48,85,3,3,97,1
25,28,11,6,19,55,60,40,13,1
73,39,18,27,55,26,12,60,71,1
33,71,18,52,8,1,49,92,10,1
35,41,31,4,61,24,56,23,2,1
94,49,85,80,79,10,1,80,40,1
81,90,30,0,65,17,84,72,15,1
79,63,58,54,93,24,76,84,70,1
29,25,72,31,87,40,45,16,58,0
13,86,20,10,25,72,26,49,100,1
22,55,77,84,3,26,83,96,90,0
9,20,68,75,88,56,1,92,14,0
44,12,70,33,96,81,44,16,45,0
56,26,99,20,92,27,99,18,74,0
21,53,19,99,75,65,1,65,83,1
59,59,25,55,28,57,27,5,35,1
39,58,49,69,43,6,58,7,21,1
74,35,26,9,3,29,36,87,8,1
85,92,49,21,82,10,83,60,75,1
41,22,10,38,35,58,81,97,29,1
11,11,90,90,17,98,18,38,42,0
96,18,75,73,64,44,74,46,48,1
46,27,78,11,6,92,69,66,86,0
6,64,93,0,23,18,96,0,8,0
98,60,47,70,16,13,55,1,91,1
69,81,37,2,36,71,39,42,98,1
92,4,91,53,66,11,40,95,83,1
86,17,53,54,51,95,88,50,68,1
47,81,60,44,23,15,41,31,59,1
49,44,5,50,78,0,67,52,6,1
26,48,74,46,99,80,19,34,21,0
57,18,18,19,76,58,56,36,24,1
58,42,83,49,13,12,84,69,4,1
74,78,37,67,88,70,76,82,87,1
